,cDLBCL_2,cDLBCL_3,cDLBCL_4,cDLBCL_5,cDLBCL_6,cDLBCL_7,cDLBCL_8,cDLBCL_9,cDLBCL_11,cDLBCL_12,cDLBCL_13,cDLBCL_14,cDLBCL_15,cDLBCL_16,cDLBCL_17,cDLBCL_18,cDLBCL_19,cDLBCL_20,cDLBCL_21,cDLBCL_22,cDLBCL_23,cDLBCL_24,cDLBCL_25,cDLBCL_26,cDLBCL_27,cDLBCL_28,cDLBCL_29,cDLBCL_30,cDLBCL_31,cDLBCL_32,cDLBCL_33,cDLBCL_34,cDLBCL_35,cDLBCL_36,cDLBCL_37,cDLBCL_38,cDLBCL_39,Ctrl_1,Ctrl_2,Ctrl_3,Ctrl_4,Ctrl_5,Ctrl_7,Ctrl_8
GT_CpG_18:chr10:52670498-52670909_258113,1.019738935,0.812185586,0.739272856,0.027667838,0.850773188,0.755459207,0.999107014,0.804910693,1.178087503,1.216795614,0.989967397,1.151842235,1.530935616,0.537881291,0.668575308,1.089910222,-0.567834353,1.154704873,1.55273218,1.020211999,0.785648788,0.497382591,0.648120792,0.767578225,1.353451362,0.929528386,0.638539295,0.532322526,0.808055254,0.371649007,0.026264285,0.475511162,1.109108294,1.000396051,0.454188852,0.754262716,1.218060859,-0.493116807,-0.357006203,-0.06653804,-0.289141456,-0.807211777,-0.218081546,0.173710695
GT_CpG_18:chr10:65768239-65768690_258123,0.507635421,0.47299349,-1.378205019,-1.72258948,-0.488754655,1.46414739,1.115493513,-1.07725672,-1.009931102,0.802346404,0.452462339,0.84109756,1.154858457,0.17775274,-1.075130285,-0.525989126,1.116728912,1.171709634,0.763014392,0.042094495,-0.169082811,-0.693794808,-1.644183661,0.325686048,0.645210257,0.117820426,0.264946708,-0.336442032,0.874939221,0.353096266,-1.129406077,-0.19047179,0.826931302,0.73594355,0.515901894,-2.443485216,1.215134147,-1.793973144,-0.970148329,-1.288798302,-1.420774873,-1.60947321,-2.006125546,-1.764160784
GT_CpG_18:chr16:6046107-6046540_259551,0.293257492,-0.122593831,0.249446494,-1.081518194,0.018261204,0.769078848,-1.45364947,-0.785798573,0.068724783,-1.047010157,-0.341452953,0.52240059,0.199358909,-0.471834736,0.217847608,-0.022195383,0.481339891,0.210410681,0.865320335,0.005213203,-0.395836237,-0.603563052,-0.239589708,1.075275574,0.429590722,0.067119152,0.503181622,0.07972351,0.461253078,-0.485862602,0.517338625,-1.366751924,0.779521911,0.503132051,0.496546383,0.979308235,0.446446916,-1.180322095,-0.958494932,-0.993390263,-1.377462849,-1.144848857,-1.611823114,-1.425583865
GT_CpG_18:chr18:12354256-12354666_259773,-0.94316516,-1.000675191,-0.587593768,-0.286374726,-1.129261467,-0.915317693,-0.773188724,-1.057419534,-1.193290534,-1.231906599,-0.638085144,-1.695804032,-0.92929264,-0.917294084,-0.710409887,-0.601241737,-0.203263149,-0.747259281,-1.402733563,-1.076057262,-1.034680145,-0.441392937,-0.829210622,-0.634563182,-1.075260702,-1.052873522,-0.894014408,-0.64435338,-1.095337335,-0.025209588,-0.432225119,-0.932724818,-0.613284941,-0.940664131,-0.962212178,-0.884921163,-1.024198788,0.191662175,0.424442558,0.346650216,0.317508522,0.87873152,0.311811079,-0.038314902
GT_CpG_18:chr2:20377234-20377642_392873,-0.222255797,0.067314234,0.233793344,-0.798347088,0.29813704,-0.87019931,1.146922522,1.233704189,1.054927525,-0.807623794,0.258785474,-1.35180619,1.393179757,0.665696086,0.297670507,0.966597951,-0.290687021,1.081465132,1.320683608,-0.021004737,1.069205232,1.043280024,-0.688414357,0.327063858,1.223478754,0.281215716,0.42325142,0.194449541,1.033107572,0.555661128,0.817118325,0.618062336,0.71851243,0.173053794,0.466318018,0.679710094,0.876525584,-0.726440542,-0.82255912,-0.107913214,-0.82664123,-1.578911432,-0.621326483,-0.414997992
GT_CpG_18:chr2:56288535-56288951_263111,0.572417052,0.73461507,0.692955861,-0.488630127,0.719491237,0.597322946,1.036199492,0.284955835,1.281630604,0.063949936,0.411692794,1.075016362,1.686812374,1.202237926,0.494852899,0.535482204,0.789848627,0.812558763,1.043497208,0.708956539,0.467162827,-0.119570577,0.079549787,0.802251966,1.019099116,0.729904776,0.906679724,0.548042234,1.163396057,0.494135774,0.529407617,-0.440681119,-0.549729056,0.669685913,0.21141227,0.255530488,0.882720389,-1.816965424,-0.579046395,-0.317258122,-0.420708009,-1.958050397,-0.890276504,-0.39572446
GT_CpG_18:chr2:79262217-79262644_263246,-0.917145772,-0.766750719,-0.850180026,0.623984449,-0.503058302,-0.782971932,0.131999811,-1.014024191,-0.903460179,-0.725046974,0.214668102,-0.605380001,-0.794848377,-0.777458803,0.449308232,-1.076549352,1.443860374,0.184765343,-0.837383863,-0.154990209,-0.136355747,-0.213810147,-0.319159589,-0.471660685,-1.246455865,-0.678298762,-0.5912512,-0.338699993,1.44749662,1.29934231,-0.190162706,-0.378628558,-0.2129344,-0.586300301,-0.02352679,-0.25735092,0.035813901,1.16540554,1.24585951,1.478468044,1.308927923,1.279608632,1.23193656,1.266579798
GT_CpG_18:chr21:48242169-48242584_261343,1.282092992,1.263768516,1.451853135,0.693744622,0.652253802,0.962048936,1.254048394,0.774208695,1.230558028,1.052434261,0.934864808,1.177995489,1.622895076,1.308193399,0.989101868,1.10823521,0.461045725,1.103456039,1.451656697,1.321648058,1.077476244,0.865502148,0.806639822,1.078893629,1.458545352,1.419067424,0.911528478,0.989198568,1.413449242,1.294843315,0.720031982,0.601342346,1.248183796,1.272278527,0.923995127,1.210047187,1.077429453,-0.349094703,-0.041495542,0.483471385,-0.096788809,-1.126478467,0.132692899,0.657484579
GT_CpG_18:chr21:6200671-6201115_261358,-0.16757984,-0.024940774,-1.519913259,-1.386677078,-0.40114855,-0.962699089,-0.165379107,-1.744502937,-0.293088515,-1.718534814,-2.426363971,-0.743560471,-1.886404935,-2.025022895,-0.331199205,0.12770799,-0.830574678,0.226775052,0.238820424,-1.980767684,0.591922808,-0.819607912,-1.443587457,0.225249528,0.422848864,-0.156442656,-0.929071168,-0.930849405,-0.22818468,-0.665198104,-1.620931638,-2.277334673,-0.081015999,-0.878528574,-0.137902454,-0.574081495,-0.23403192,-2.251445575,-2.365593095,-2.108814705,-2.288454438,-2.208497219,-2.347789392,-2.275931049
GT_CpG_18:chr22:5007288-5007718_261407,-1.271515452,-0.692458631,-0.295142468,-0.242786238,-0.791649378,-0.803234708,0.358575377,-1.121582476,-1.181918887,-1.299733505,-0.865323153,-0.982868489,-0.42942147,-0.501667697,-1.048828977,-0.154967743,0.13343206,0.092921495,-1.076415338,-0.564974004,-0.554365487,-0.405775527,-0.877500821,-1.376592324,-1.499326236,-0.648113529,-1.024263425,-0.552229227,-0.397308719,0.143121483,-0.277627751,-0.553796908,-0.651886355,-0.989378189,-1.139456838,-0.693586299,-0.198812538,0.259220628,0.784574958,0.422207947,1.176326785,0.907224124,0.912623634,0.603483582
GT_CpG_18:chr25:48623064-48623480_391460,-0.320718079,0.454548505,0.115390097,1.242772809,0.422159856,0.087920656,0.146249268,0.252136232,-0.034242206,-0.482912304,0.757601624,0.214658009,-0.395672372,0.331570318,0.469688786,-0.362276526,0.726391568,0.131878115,-0.099056477,0.215628404,0.641095366,0.338669616,0.32610624,0.501912445,-0.191459085,0.059818796,0.681611273,0.495989869,-0.125136483,0.6085923,0.650406427,0.753902768,-0.012412978,0.254022917,0.381655037,0.134068456,0.251970421,1.596826544,1.353177517,1.016134432,1.238091689,1.845822823,1.243374794,1.035477458
GT_CpG_18:chr27:1247137-1247577_262398,0.915555829,-0.75927387,0.937100887,0.056274865,0.925765587,1.098533988,0.779838811,0.532281169,0.750829278,0.77978644,0.586766979,0.482242175,0.360387827,1.093870524,0.808193967,1.075275574,0.42130772,0.474783737,1.433975746,0.407504015,0.400358659,0.828513204,0.595123279,1.283322638,0.904871502,0.810623364,0.474734295,1.155738224,0.60110776,1.041736071,0.855193143,0.004860961,1.128471293,0.699682464,1.31642112,0.908568875,1.176988175,-0.348845586,-0.686303031,-0.212058984,-0.846316028,-0.885872143,-1.167723339,-0.621133906
GT_CpG_18:chr28:19697127-19697538_262533,1.453575044,1.403864625,1.321885585,0.766174671,1.119515406,1.388597952,1.412790836,1.469009881,1.1555237,0.857446846,1.178181237,1.418471171,1.595225942,1.300731981,0.895007448,1.332053001,0.997652316,1.242886996,1.455068521,1.418261969,0.699818097,0.948126765,0.358368959,1.122885554,1.357994709,1.261370511,0.505448221,1.403919464,1.297168333,1.468994056,1.213290621,0.850272328,1.20504897,1.02172398,1.277786702,1.253723921,1.156268685,-0.179878076,0.100164195,0.231901984,-0.16428015,-1.045374338,-0.074630089,0.444163774
GT_CpG_18:chr3:56488953-56489376_395408,-0.26548938,-0.557649691,-0.405494786,0.084572917,-0.183946297,-0.515792459,-0.01716007,-0.136684281,-0.14309597,-0.73400918,-0.014876156,0.070355708,0.149791351,-0.367306087,-0.276343567,-0.510039954,0.349417346,0.423866231,-0.485188591,0.413367152,0.670307797,-0.110889313,0.098241846,-0.396489073,-0.221476988,0.236101548,0.159316884,-0.078940146,0.210538372,-0.406034359,-0.084048897,0.165540492,-0.432837662,-0.289725295,-0.22847668,-0.395537896,-0.305654146,0.756720248,1.051387344,0.332252409,1.433809167,0.746910127,1.283969229,1.122413414
GT_CpG_18:chr31:31890150-31890569_263578,0.928862552,1.481393372,1.704841845,-0.244365682,0.804269982,1.34193335,1.633071101,-0.868165788,1.212648785,-0.229081252,1.133785839,1.721379282,1.861398385,0.756123603,1.313626188,1.338275257,1.578011539,1.67126992,1.62640561,1.669839987,1.818244925,0.076298685,1.369313617,1.340138266,-0.583058247,0.54870785,0.334397529,1.32691119,1.339542457,1.506006672,0.847865231,0.55640782,1.313801998,1.201696373,1.299616757,1.26042085,1.385432995,-0.576430029,0.124352273,0.104790758,-0.077887819,-1.391166947,-0.201357501,0.38252913
GT_CpG_18:chr33:29193328-29193787_263818,-1.276581834,-0.588912812,-1.129938078,0.078882685,-0.491641515,-0.571798602,-1.277154444,-1.144500134,-0.668985914,-1.469798874,-0.099385769,-1.058960885,-1.839668943,-0.892085813,-0.040212088,-0.700629241,-0.120294994,-0.498761367,-0.5585227,-0.393898237,-0.709908567,-0.250533195,-0.150844337,-0.68649262,-1.189441851,-0.860246076,-0.264899849,-0.501793158,0.25594424,-0.567897878,-0.125803432,-0.336740067,-0.076872098,-0.04415979,-0.753080738,-0.294182887,-0.591213,0.638950369,0.292732994,0.435122724,0.457601977,1.089375256,0.935946777,0.416195823
GT_CpG_18:chr34:27105659-27106068_263979,0.879964411,0.970421951,1.328248987,0.645327486,1.23920474,0.817566041,1.407818407,0.565766865,0.980342687,0.964615177,0.93799446,0.294687149,1.747156493,1.132647541,0.80432249,-2.254995433,0.614796587,1.415539187,1.710365485,1.503242776,0.950896967,1.573182134,0.812790842,0.661538953,1.42112267,0.164092776,1.215475246,1.068913172,0.380349843,1.551804669,0.838651598,1.039426981,1.129162643,0.991613078,1.543568422,1.422421344,1.370218096,-0.214241577,-0.631279889,-0.000273557,-0.715574007,-1.473375063,-0.073368643,0.235413217
GT_CpG_18:chr38:22217038-22217471_264505,-0.291700103,-0.374469692,0.207836031,0.584581423,-0.046607631,-0.724091448,0.733835824,-0.349605635,-1.056134555,-1.03188087,0.148445799,-0.467212179,0.025751407,-0.28959945,0.15786389,-0.950359897,0.389794905,0.786669992,0.229265396,-0.246120037,0.151058773,-0.174229584,-0.33421731,-0.702066912,-0.459457118,-0.127776372,-0.237046646,-0.136960627,-0.14553739,1.218110712,0.36907972,-0.322944426,0.293614461,0.062537587,0.112050038,-0.488787473,0.201807214,0.902813578,1.111137791,0.998686761,1.445621996,1.122163864,1.423701112,1.314191904
GT_CpG_18:chr5:1644163-1644570_265247,1.613453205,1.478770001,1.270796062,0.942432792,0.74307113,1.728155909,1.218454733,0.89944678,1.385286368,1.545269411,1.217898923,1.414960015,1.292546012,1.238803377,1.152515208,1.195666925,1.098460566,0.693753026,1.60874129,1.212229105,0.677300791,0.958128278,1.197344982,1.320411554,1.387824031,1.104459655,0.882608121,1.259733435,1.284405692,1.108367174,1.099063145,1.039538692,1.505789912,1.29606382,1.059134024,1.524641983,0.79502767,-0.042721634,0.006270451,0.147400377,-0.231856265,-0.623154502,-0.506681378,-0.040830433
GT_CpG_18:chr6:68077984-68078385_266002,1.022055323,0.422159856,0.593048771,0.616133988,0.711655244,1.117729241,0.728214339,0.107271267,1.047881875,0.832472275,0.82982566,1.124299516,0.643591179,0.903427468,0.783583765,0.905704126,0.690843145,-0.313324527,1.182232891,0.572713758,0.42542148,0.417538516,0.708956539,1.089375256,1.155200072,0.350217945,0.26648026,1.075817356,0.747153257,0.622671034,0.548392529,0.350269082,0.434428225,0.905329294,1.122433372,0.922911197,0.473395279,-0.687129429,-0.639696466,-0.443630022,-0.977226716,-1.460943819,-1.045887082,-0.228011129
GT_CpG_18:chr7:9788505-9788923_266408,-0.49299716,-1.014332256,-0.968917119,0.105359201,-0.544961088,-0.658522556,-0.802697642,-1.009579548,-0.260905283,-1.007741076,-0.563286204,-0.613955633,-0.753542646,-0.56635434,-0.218853152,-0.274437673,0.144988027,-0.325121626,-0.989497506,-0.334945578,-0.133886506,-0.51616892,-0.418627494,-0.741016071,-0.809998384,-0.729590348,-0.37512266,-0.335938564,-0.700370131,-0.13247903,-0.36367975,-0.568606665,-0.561573545,-0.738697994,-0.209865372,-0.676083059,-0.905936168,0.621742223,0.65332223,-0.022846096,0.77880869,0.964570126,0.746132052,0.416892805
GT_CpG_180:chr17:29972329-29974516_242517,-0.292631763,-0.104946554,0.382054882,-0.66058361,-1.397977989,-0.309972609,-0.305978242,-1.074586732,-1.112005848,-1.198557201,-0.767391943,0.026453765,-0.393788571,-1.324120707,0.716269186,-0.075396716,-0.685972249,0.487523969,0.034108725,-0.791750526,0.7285627,-0.895924626,-1.247361305,-1.343533063,0.063571403,-1.602126464,-0.936270471,-0.431501681,-0.173321007,0.747821271,-0.785926179,-1.36608209,-1.282953197,-0.202780534,-0.576752347,-0.571597508,-0.040265258,-1.452673466,-1.668685395,-1.404388296,-1.483031526,-1.539954119,-1.633056152,-1.542097242
GT_CpG_180:chr3:41794767-41796891_243232,1.294046298,1.556075642,1.269177354,-0.078746435,0.997776833,1.289817186,1.267345595,-0.253873148,1.019568354,0.856316483,0.374356248,0.94744412,1.513362542,0.954207652,0.885862377,1.098263053,0.552206198,1.275653467,1.249313235,1.15949576,0.88125627,1.02943174,0.969243091,1.221491378,1.091769161,1.327049494,1.194169317,1.17722989,1.243473991,1.38737935,1.049702899,0.579602417,1.140124221,1.090684623,1.184962131,1.263494549,0.867393424,-0.979654458,-0.675024235,-0.416378614,-0.597554625,-1.212968005,-0.826085933,-0.781822263
GT_CpG_180:chr9:27861441-27863965_243361,1.412147942,1.276159587,1.171480556,0.946061544,0.953785995,1.3952426,1.291308674,0.772585324,1.277090421,1.25933757,0.830691436,1.234227678,1.197335552,1.299704413,0.888139659,1.344253908,1.033544188,1.022224003,1.404894661,0.972474184,0.902862424,0.950215481,0.993964922,0.856955802,1.245157282,1.166835645,0.911362071,0.70348103,1.135868935,1.154886145,1.040710448,0.739682148,1.161284864,1.163288246,0.746555065,1.180010582,1.135958891,-0.310900326,-0.12005161,-0.06415364,-0.572032313,-1.057953104,-0.454926151,-0.010059481
GT_CpG_181:chr18:32391561-32393457_243822,1.695199627,1.635855457,1.204325961,1.26384625,1.572042078,1.87689592,1.646466541,1.246655789,1.743576697,1.150677188,1.357092459,1.696112062,1.400640258,1.531478929,0.443368415,1.472937889,1.375122484,1.301082543,1.428683098,1.481420618,1.00631228,0.703496617,0.98398073,1.215167193,1.646356527,1.544238512,1.225638601,1.119792815,1.608086933,1.353422728,1.324119125,1.445005406,1.264549772,1.569378719,0.802403754,1.410794459,1.24143547,-0.153476126,0.371816687,0.244846694,-0.23239238,-1.019229181,-0.355797058,0.400302856
GT_CpG_181:chr24:12699119-12701386_244171,1.427450793,1.62354046,1.622320551,0.986720414,1.027607146,1.67243309,1.36638004,1.20375534,1.253837028,1.35432578,1.34459711,1.327607663,1.395336666,1.470977111,1.101278148,1.443964723,1.244697861,1.318932,1.694917612,1.336462714,0.909076354,1.618369427,1.365524407,1.519530994,1.427154256,1.4289161,1.208061299,1.322381874,1.370498299,1.415588169,1.155073189,1.073614749,1.346044966,1.067009591,1.080516212,1.301125918,1.040366038,0.342542861,0.172326694,0.389931219,-0.308028286,-0.587957727,0.095645119,0.358433986
GT_CpG_181:chr24:1924200-1926322_244235,1.175035987,1.46265175,1.469009468,-0.198695714,1.17072402,0.845446149,1.25947288,0.640157377,1.105177704,0.840100675,0.956449431,1.053355453,1.541385598,1.213694684,1.069310796,1.423810519,1.167771877,1.354431769,1.603577349,1.131765353,0.766058638,1.275184844,1.096198012,1.454873871,1.45388445,1.427467485,1.120780111,1.012330269,1.184732906,1.434258477,0.959980534,1.041046921,1.331059474,1.239103637,1.276706659,1.353633964,0.978053255,-0.486356972,-0.140312264,-0.095451752,-0.726012425,-1.422043535,-0.690835096,-0.066606018
GT_CpG_181:chr24:39876905-39879155_244246,1.836770396,1.664618106,1.770724311,1.255995821,1.589368626,1.900646034,1.672054904,1.227062546,1.796351646,1.572181851,1.529659042,2.005886254,1.866093655,1.193575034,1.368345321,1.426063847,1.483374476,1.412550614,1.497162617,1.673992022,1.422376204,1.217491578,1.512657727,1.627903515,1.799790353,1.851828575,1.88104066,1.840038461,1.68317037,1.687794003,1.425414357,1.252419294,1.288552896,1.478580684,1.507789773,1.697547382,1.260954493,0.730829839,0.741899244,0.42130772,0.745738338,-0.028965455,0.641571797,0.678352574
GT_CpG_181:chr9:56626844-56629169_245264,0.524783479,-0.810222837,0.398701791,-0.155921376,-0.856574786,0.558523751,0.369059099,-0.935308815,-0.293753312,0.249683617,0.295034094,0.123579341,-0.014925912,-0.500532575,-0.296916065,-0.505531213,0.015656762,1.238211876,0.612810164,0.704573119,-0.6129434,-0.185687523,0.414190614,0.969113905,0.713846745,0.46796971,0.167163711,0.10046547,-0.028647028,0.915472481,-0.635858195,-0.267609714,0.767726385,0.485293751,-0.407204305,0.174514625,0.242225535,-1.11595166,-0.733848823,-0.892155816,-1.0416927,-1.394778985,-0.951823024,-0.861283346
GT_CpG_182:chr28:15670436-15672098_246005,1.565337652,1.567245245,1.667213713,1.183454436,1.499886752,1.712406166,1.482993538,1.422976107,1.735272027,1.406951487,1.352383603,1.881557732,1.569025562,1.708163853,1.014507484,1.325190814,1.114951585,1.220759966,1.512307807,1.445691143,0.814005429,1.251418473,1.257408208,1.306423156,1.663055449,1.510801038,1.392483789,1.359245041,1.458081896,1.516345615,1.286778568,1.425748568,1.534563686,1.550423134,1.572821988,1.707788528,1.355083156,0.110723501,0.634741539,0.536986663,-0.156613876,-0.500637945,0.34194627,0.539936892
GT_CpG_182:chr6:9116880-9118875_246380,-0.719653877,0.74778874,-0.473681389,-0.049348623,-0.044436222,0.03844475,-0.217419911,0.533004455,0.582823621,-0.309949815,0.317368178,0.504645882,-1.029898551,0.573535356,-0.493693001,0.819338963,0.345238531,-0.505380692,0.43876044,0.191284132,0.154912686,-0.260776173,-0.850482915,-0.768283059,-0.617047462,-0.491832571,0.505053673,0.077980934,0.651020553,0.426588877,-1.536329951,-0.740152336,0.907343059,-0.534008615,-0.389326713,0.196569706,0.175701811,-0.636653403,-0.982160921,-1.057197214,-1.322412776,-1.48311168,-1.329969535,-1.666295953
GT_CpG_182:chr8:19364703-19367146_246512,1.20699039,1.275377543,1.110432389,0.778367667,1.104710155,1.261022459,1.118316428,0.910724847,1.19062929,1.281949688,1.123040547,1.187035592,1.254232769,1.353047576,0.964652245,0.988468674,0.848622273,1.130315403,1.115708229,1.291564827,0.848882498,0.849439007,0.920324139,1.041190706,1.256461148,1.320790012,1.097738908,1.032722355,0.789703723,0.798171454,0.984230561,1.005141718,1.150362206,0.897644335,1.074669953,1.339865713,0.838604307,0.09452061,0.140815063,0.181020061,0.055447024,-0.205954631,-0.137869116,0.222695364
GT_CpG_183:chr15:13951424-13953506_248138,-0.181264772,-1.198403783,-0.402089293,-1.467686283,-1.540436607,-0.340657984,-1.272416317,-1.100679063,-0.385537741,-1.911552891,0.095403666,-0.460825015,-0.194706221,-0.591015462,-0.897629323,-0.172762609,-0.120726339,-0.341516748,1.237945921,0.661022406,-0.284989393,-1.30507518,-1.529745971,-0.011040001,0.020610679,-0.872023243,-0.997367595,-0.734099228,-0.073797317,0.277567719,-0.958905264,-0.7770987,-0.444688854,-1.390618595,-0.563434773,0.51222714,0.002763531,-1.605439065,-1.500625181,-1.712312542,-1.725246434,-2.122109783,-1.781187638,-1.688927263
